CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
,04/17/2024 05:51:00 PM,24-019014,VEHICLE THEFT - AUTO,26Y,1300 73RD AV,Oakland,CA,POINT (-122.187842863 37.758697635)
DOMESTIC VIOLENCE,03/09/2024 08:00:00 AM,24-012111,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,14X,415 LAGUNITAS AV,Oakland,CA,POINT (-122.250620994 37.809686012)
,04/20/2024 07:20:00 PM,24-019530,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,20X,2624 FOOTHILL BLVD,Oakland,CA,POINT (-122.22812296 37.78485299)
,03/19/2024 10:45:00 AM,24-013916,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",17Y,3132 BEAUMONT AVE,Oakland,CA,POINT (-122.22906299 37.79932598)
,05/08/2024 07:00:00 PM,24-023101,VEHICLE THEFT - AUTO,17X,1911 5TH AV,Oakland,CA,POINT (-122.249168997 37.799425012)
,05/04/2024 02:00:00 PM,24-021935,CARRY CONCEALED WEAPON ON PERSON,23X,3820 SAN LEANDRO ST,Oakland,CA,POINT (-122.220770019 37.772553008)
,03/27/2024 07:50:00 PM,24-906679,MAIL/ETC THEFT/ETC,14X,85 VERNON ST,Oakland,CA,POINT (-122.259603963 37.813608995)
STOLEN VEHICLE,03/12/2024 05:45:00 AM,24-012785,VEHICLE THEFT - AUTO,17Y,1411 E 31ST ST,Oakland,CA,POINT (-122.231684012 37.798288007)
DOMESTIC VIOLENCE,04/11/2024 11:38:00 PM,24-017908,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,30Y,67TH AV & BANCROFT AV,Oakland,CA,POINT (-122.180560018 37.769240019)
STOLEN VEHICLE,04/01/2024 06:00:00 PM,24-016279,VEHICLE THEFT - AUTO,01X,40 HARRISON ST,Oakland,CA,POINT (-122.273433263 37.793368386)
,04/22/2024 12:31:00 PM,24-906920,BURGLARY-AUTO,33X,8999 INTERNATIONAL BOULEVARD,Oakland,CA,POINT (-122.17506501 37.749820993)
,04/12/2024 08:22:00 AM,24-018026,VANDALISM,03Y,495 6TH ST,Oakland,CA,POINT (-122.275781583 37.799161271)
STOLEN VEHICLE,05/14/2024 11:35:00 AM,24-023766,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,31X,8000 COLLINS DR,Oakland,CA,POINT (-122.198383911 37.745791909)
PETTY THEFT,05/14/2024 04:00:00 PM,24-022763,THEFT,32X,11056 SAN LEANDRO ST ST,Oakland,CA,POINT (-122.170468591 37.732105829)
,03/07/2024 05:15:00 PM,24-904277,GRAND THEFT,02X,303 CASTRO ST,Oakland,CA,POINT (-122.281980963 37.799407997)
,04/27/2024 11:30:00 PM,24-020815,ASSAULT PEACE OFFICER/EMERGENCY PERSONNEL/ETC,27X,6100 E 16TH ST,Oakland,CA,POINT (-122.197005983 37.765256016)
PETTY THEFT,03/26/2024 03:17:00 PM,24-015396,THEFT,35X,2335 94TH AV,Oakland,CA,POINT (-122.162377994 37.752174003)
,04/13/2024 04:15:00 PM,24-907587,VANDALISM,16X,3238 LAKESHORE AVE,Oakland,CA,POINT (-122.244984307 37.810367188)
,05/02/2024 04:48:00 AM,24-021520,ATTEMPTED BURGLARY,12X,4201 TELEGRAPH AV GOLDEN GATE DONUTS,Oakland,CA,POINT (-122.264218 37.831033)
,04/01/2024 12:09:00 PM,24-906673,THEFT BY USE OF ACCESS CARD,28X,3065 BIRDSALL AVE,Oakland,CA,POINT (-122.192021013 37.778353997)
FORGERY & COUNTERFEITING,03/31/2024 08:30:00 AM,24-015991,MFG/IMPORT/ETC SHORT BARRELED RIFLE,07X,885 27TH ST,Oakland,CA,POINT (-122.276966992 37.817400004)
RECOVERED O/S STOLEN,03/10/2024 11:30:00 AM,24-012284,VEHICLE THEFT - AUTO,26X,5051 COLISEUM WY,Oakland,CA,POINT (-122.213906598 37.763623994)
,03/25/2024 12:50:00 AM,24-014839,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,27X,5014 BANCROFT AV,Oakland,CA,POINT (-122.206319548 37.771837283)
STOLEN VEHICLE,03/12/2024 03:28:00 PM,24-012663,VIOLATION OF PROBATION-FELONY,32X,100TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.169270014 37.742740003)
,03/13/2024 05:30:00 AM,24-905720,ATTEMPT VEHICLE THEFT-AUTO,32X,1021 105TH AVE,Oakland,CA,POINT (-122.172392021 37.736866007)
BURG - RESIDENTIAL,03/12/2024 02:50:00 PM,24-013081,BURGLARY-FORCIBLE ENTRY,28X,3086 BIRDSALL AV,Oakland,CA,POINT (-122.19179202 37.778853014)
,04/22/2024 05:00:00 PM,24-020039,VEHICLE THEFT - AUTO,34X,2021 87TH AV,Oakland,CA,POINT (-122.168584961 37.755283018)
,05/17/2024 10:20:00 PM,24-907822,BURGLARY-AUTO,17X,1907 14TH AVE,Oakland,CA,POINT (-122.241836207 37.792699631)
,03/29/2024 05:30:00 PM,24-015794,CARRY LOADED FIREARM WITH INTENT TO COMMIT A FELONY,33X,930 98TH AVE,Oakland,CA,POINT (-122.17862296 37.73976602)
,03/25/2024 09:30:00 AM,24-016142,THEFT,13X,5276 BROADWAY,Oakland,CA,POINT (-122.250380014 37.83695402)
BURG - COMMERCIAL,02/27/2024 01:36:00 AM,24-010225,ATTEMPTED BURGLARY,25X,4020 MACARTHUR BLVD,Oakland,CA,POINT (-122.197517127 37.790423118)
,04/07/2024 03:30:00 PM,24-017211,VEHICLE THEFT - AUTO,19X,1500 7TH AV,Oakland,CA,POINT (-122.251005552 37.79502624)
STOLEN VEHICLE,03/28/2024 08:00:00 AM,24-015608,VEHICLE THEFT - AUTO,02Y,1624 11TH ST,Oakland,CA,POINT (-122.296276828 37.809553731)
STOLEN VEHICLE,03/07/2024 07:30:00 PM,24-012004,VEHICLE THEFT - AUTO,16Y,3700 PARK BLVD,Oakland,CA,POINT (-122.23137097 37.804678817)
,04/24/2024 04:45:00 PM,24-020282,VEHICLE THEFT - AUTO,09X,3459 PIEDMONT AVE,Oakland,CA,POINT (-122.258620012 37.822487987)
STOLEN VEHICLE,03/02/2024 11:00:00 AM,24-011181,VEHICLE THEFT - AUTO,26Y,1089 69TH AV,Oakland,CA,POINT (-122.193204035 37.75903698)
,04/02/2024 08:00:00 PM,24-905888,BURGLARY-AUTO,09X,4000 HOWE ST,Oakland,CA,POINT (-122.254061446 37.826308185)
,02/27/2024 05:00:00 PM,24-905485,THEFT,14X,270 PERKINS ST,Oakland,CA,POINT (-122.254953013 37.814225987)
STOLEN VEHICLE,02/25/2024 08:00:00 PM,24-010020,VEHICLE THEFT - AUTO,15X,320 WAYNE AV,Oakland,CA,POINT (-122.252569032 37.803085012)
,03/26/2024 01:30:00 AM,24-015408,VEHICLE THEFT - AUTO,07X,2600 ADELINE ST,Oakland,CA,POINT (-122.282700281 37.81878929)
,04/06/2024 08:50:00 PM,24-016994,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,18Y,2668 WAKEFIELD AVE,Oakland,CA,POINT (-122.228807007 37.793707004)
,03/30/2024 02:00:00 PM,24-015947,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",24X,2101 41ST AV,Oakland,CA,POINT (-122.211319004 37.778682987)
VANDALISM,02/29/2024 09:15:00 AM,24-903960,VANDALISM,16X,1025 UNDERHILLS RD,Oakland,CA,POINT (-122.227849039 37.809017011)
RECOVERED O/S STOLEN,05/20/2024 02:01:00 AM,24-024814,VEHICLE THEFT - AUTO,77X,1400  CHATHAM AV,Oakland,CA,POINT (-122.228887773 37.80159446)
,03/20/2024 10:30:00 AM,24-905651,BURGLARY-AUTO,22X,2120 MONTANA ST,Oakland,CA,POINT (-122.217132022 37.799131017)
,05/21/2024 09:55:00 AM,24-907899,BURGLARY-AUTO,12X,4918 WEBSTER ST,Oakland,CA,POINT (-122.259516037 37.835854985)
,04/27/2024 12:00:00 PM,24-907108,GRAND THEFT,14X,230 ORANGE ST,Oakland,CA,POINT (-122.257071036 37.815354987)
,04/01/2024 02:40:00 PM,24-907618,VANDALISM,30X,6921 MORKEN ST,Oakland,CA,POINT (-122.187466036 37.762073995)
ROBBERY,03/09/2024 05:55:00 PM,24-012235,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,900 FALLON ST,Oakland,CA,POINT (-122.260960993 37.796061019)
STOLEN VEHICLE,04/18/2024 10:07:00 AM,24-019107,VEHICLE THEFT - AUTO,31Z,10300 KNIGHT ST,Oakland,CA,POINT (-122.181245237 37.729577935)
,04/28/2024 08:00:00 PM,24-907121,BURGLARY-AUTO,12X,4721 TELEGRAPH AVE,Oakland,CA,POINT (-122.263402977 37.834791992)
OTHER,04/24/2024 02:17:00 PM,24-020194,PROB VIOL:REAREST/REVOKE,02Y,700 WILLOW ST,Oakland,CA,POINT (-122.300322998 37.806873004)
,03/14/2024 10:00:00 PM,24-905797,ATTEMPT VEHICLE THEFT-AUTO,,PERRY,Oakland,CA,POINT (-122.253399008 37.817940008)
ROBBERY,03/23/2024 12:00:00 AM,24-014934,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14Y,3320 GRAND AV,Oakland,CA,POINT (-122.246612013 37.813009018)
STOLEN VEHICLE,03/21/2024 06:30:00 PM,24-014520,VEHICLE THEFT - AUTO,26Y,66TH AV & SAN LEANDRO ST,Oakland,CA,POINT (-122.20075504 37.756824995)
,05/06/2024 08:07:00 AM,24-022447,VEHICLE THEFT - AUTO,24Y,3602 BROOKDALE AVE.,Oakland,CA,POINT (-122.208966958 37.787051982)
,03/06/2024 05:00:00 PM,24-905410,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,,5 EMBARCADERO WEST,Oakland,CA,POINT (-122.268487021 37.790898982)
,05/08/2024 10:10:00 AM,24-022789,VEHICLE THEFT - AUTO,21Y,2322 FRUITVALE AV,Oakland,CA,POINT (-122.221657998 37.785785979)
,05/12/2024 11:19:00 PM,24-023464,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,18Y,2031 E 21ST ST.,Oakland,CA,POINT (-122.234714992 37.790251983)
,02/29/2024 12:44:00 PM,24-904609,BURGLARY-AUTO,29X,3021 58TH AVE,Oakland,CA,POINT (-122.187348018 37.776001993)
DUI,03/16/2024 04:36:00 AM,24-013307,DUI ALCOHOL/DRUGS,08X,518 27TH ST,Oakland,CA,POINT (-122.268383834 37.816399868)
,05/17/2024 12:47:00 PM,24-024419,VIOLATION OF PROBATION-FELONY,23X,FRUITVALE AV&INTERNATIONAL BLVD,Oakland,CA,POINT (-122.225850039 37.777600003)
,03/20/2024 08:00:00 AM,24-014082,BURGLARY-AUTO,04X,12TH & LAKE MERRITT BLVD,Oakland,CA,POINT (-122.261918207 37.799143799)
OTHER SEX OFFENSES,03/02/2024 07:00:00 PM,24-011371,RAPE BY FORCE/FEAR/ETC,08X,2442 WEBSTER ST,Oakland,CA,POINT (-122.26436698 37.814086009)
,05/01/2024 11:18:00 AM,24-021906,HARM/DEATH:ELDER/DEP ADLT,31Y,647 DOUGLAS AV,Oakland,CA,POINT (-122.181487979 37.734641995)
VANDALISM,03/02/2024 02:00:00 AM,24-010789,VANDALISM-$400+,05X,787 22ND ST,Oakland,CA,POINT (-122.276108015 37.812523999)
,03/08/2024 08:00:00 PM,24-906735,THEFT BY USE OF ACCESS CARD,26X,720 HIGH ST,Oakland,CA,POINT (-122.219346018 37.768448013)
,05/17/2024 12:00:00 PM,24-907815,BURGLARY-AUTO,31Y,566 HEGENBERGER ROAD,Oakland,CA,POINT (-122.195509981 37.744888998)
,03/12/2024 01:00:00 AM,24-904807,BURGLARY-AUTO,10X,5901 SAN PABLO AVE,Oakland,CA,POINT (-122.283931012 37.842613984)
,04/12/2024 01:04:00 PM,24-018003,BATTERY,29X,6018 MACARTHUR BLVD,Oakland,CA,POINT (-122.182742558 37.775854835)
STOLEN VEHICLE,03/31/2024 02:00:00 PM,24-016167,VEHICLE THEFT - AUTO,13Z,7116 SARONI DR,Oakland,CA,POINT (-122.194770026 37.835122993)
,04/17/2024 09:50:00 AM,24-906843,BURGLARY-AUTO,,10TH ST & WASHINGTON ST ST,Oakland,CA,POINT (-122.274156037 37.802028012)
FELONY ASSAULT,03/02/2024 05:43:00 PM,24-010879,VANDALISM:DAMAGE PROPERTY,12X,4013 TELEGRAPH AV,Oakland,CA,POINT (-122.264649031 37.829449995)
STOLEN VEHICLE,03/19/2024 06:00:00 PM,24-014151,VEHICLE THEFT - AUTO,20X,2555 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.233084041 37.781454002)
,02/23/2024 09:00:00 PM,24-903887,BURGLARY-AUTO,,554 GRANT AVE,Oakland,CA,POINT (-122.405785377 37.792094343)
,04/02/2024 01:45:00 PM,24-016319,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,27X,4400 BLOCK OF BOND ST,Oakland,CA,POINT (-122.211420986 37.773584076)
,05/10/2024 01:12:00 PM,24-023186,OFFENSIVE WORDS IN PUBLIC PLACE,17Y,1362 E. 27TH ST,Oakland,CA,POINT (-122.234160026 37.797570013)
,03/20/2024 07:55:00 AM,24-906075,VANDALISM,26Y,887 71ST AVE,Oakland,CA,POINT (-122.195667979 37.755667999)
STOLEN VEHICLE,03/25/2024 01:00:00 PM,24-015013,VEHICLE THEFT - AUTO,15X,600 WESLEY AV,Oakland,CA,POINT (-122.24644798 37.806552019)
,03/27/2024 04:30:00 PM,24-015442,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,27Y,5615 HARMON AVE,Oakland,CA,POINT (-122.197186026 37.769995983)
MISDEMEANOR ASSAULT,02/26/2024 12:35:00 PM,24-010006,DISTURB THE PEACE,30X,1921 82ND AV,Oakland,CA,POINT (-122.173439681 37.758658899)
GRAND THEFT,02/29/2024 11:30:00 AM,24-010479,GRAND THEFT FROM PERSON,16X,3250 LAKESHORE AV,Oakland,CA,POINT (-122.244249993 37.809737016)
,03/30/2024 05:50:00 AM,24-015874,BURGLARY-AUTO,12Y,477 63RD ST,Oakland,CA,POINT (-122.259206996 37.848724014)
ROBBERY,03/03/2024 09:13:00 PM,24-011070,ROBBERY-FIREARM,23X,35TH AV & E 16TH ST,Oakland,CA,POINT (-122.221516009 37.77835999)
STOLEN VEHICLE,02/25/2024 09:30:00 AM,24-009868,VEHICLE THEFT - AUTO,26X,5401 COLISEUM WY,Oakland,CA,POINT (-122.212188962 37.760623003)
,03/30/2024 11:27:00 AM,24-906651,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,22Y,4156 EASTLAKE AVE,Oakland,CA,POINT (-122.194916039 37.799427988)
ROBBERY,05/04/2024 09:22:00 AM,24-021888,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",20X,2445 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.234236313 37.782291623)
,04/29/2024 08:21:00 AM,24-021014,VEHICLE THEFT - AUTO,31X,433 HEGENBERGER ROAD,Oakland,CA,POINT (-122.197671003 37.736492007)
STOLEN VEHICLE,04/12/2024 09:30:00 PM,24-018129,VEHICLE THEFT - AUTO,16Y,3800 ELSTON AV,Oakland,CA,POINT (-122.221240998 37.802964983)
,04/19/2024 12:00:00 PM,24-019625,TRESPASS:OCCUPY PROPERTY W/O CONSENT,30X,7111 ORRAL ST,Oakland,CA,POINT (-122.185930974 37.761884019)
,03/14/2024 03:00:00 AM,24-905771,VANDALISM,04X,2225 TELEGRAPH AVE,Oakland,CA,POINT (-122.269458986 37.811644989)
,05/09/2024 02:45:00 PM,24-023089,SC STOLEN VEHICLE - AUTO,27X,HIGH ST @ BANCROFT AVE,Oakland,CA,POINT (-122.213508022 37.773361987)
KIDNAPPING,03/16/2024 04:30:00 PM,24-013373,EXHIBIT FIREARM,23X,35TH AVE & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.22278 37.776120011)
,05/05/2024 07:52:00 PM,24-022131,BURGLARY-FORCIBLE ENTRY,31Y,8383 BALDWIN ST,Oakland,CA,POINT (-122.193420037 37.745192003)
,03/24/2024 10:53:00 PM,24-014835,VANDALISM [UNDER $400],03Y,655 12TH STREET,Oakland,CA,POINT (-122.27739296 37.804625983)
WEAPONS,05/12/2024 08:56:00 PM,24-023450,CARRY LOADED FIREARM:UNLAWFUL/PROHIBATED POSSESSION,31Y,8452 EDES AV,Oakland,CA,POINT (-122.19416502 37.741010984)
PETTY THEFT,03/22/2024 06:00:00 PM,24-905307,THEFT,16X,3500 LAKESHORE AV,Oakland,CA,POINT (-122.241622015 37.811479991)
DOMESTIC VIOLENCE,03/11/2024 03:32:00 PM,24-012491,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,24X,3404 HARPER ST,Oakland,CA,POINT (-122.218214964 37.784390979)
,03/13/2024 10:30:00 PM,24-904578,ATTEMPT VEHICLE THEFT-AUTO,,1755 EMBARCADERO,Oakland,CA,POINT (-122.245391026 37.785635965)
STOLEN VEHICLE,03/01/2024 01:10:00 PM,24-010861,VEHICLE THEFT - AUTO,01X,50 HARRISON ST,Oakland,CA,POINT (-122.27341522 37.793399445)
GRAND THEFT,03/10/2024 07:05:00 AM,24-012395,VEHICLE THEFT - AUTO,35X,8290 MACARTHUR BLVD,Oakland,CA,POINT (-122.164172978 37.762379012)
,05/04/2024 08:00:00 PM,24-907186,GRAND THEFT,04X,177 19TH ST,Oakland,CA,POINT (-122.262957982 37.805052999)
,03/25/2024 03:55:00 PM,24-015185,GRAND THEFT,13X,38 BUENA VISTA PL,Oakland,CA,POINT (-122.238433036 37.849316992)
,03/27/2024 04:19:00 PM,24-020629,EMBEZZLE LEASED/RENTED VEHICLE,31X,168 98TH AVE,Oakland,CA,POINT (-122.194791461 37.72912513)
,04/07/2024 08:10:00 PM,24-017144,ROBBERY-FIREARM,20X,1532 26TH AVE,Oakland,CA,POINT (-122.23106199 37.782750012)
MISDEMEANOR ASSAULT,04/29/2024 01:25:00 PM,24-021073,BATTERY,21X,2798 FOOTHILL BLVD,Oakland,CA,POINT (-122.225477967 37.784575004)
STOLEN VEHICLE,03/05/2024 04:00:00 PM,24-011492,VEHICLE THEFT - AUTO,08X,454 36TH ST,Oakland,CA,POINT (-122.263500962 37.824370981)
,03/27/2024 07:00:00 AM,24-015678,SODOMY,31X,8400 EDES AVE,Oakland,CA,POINT (-122.194768014 37.742048999)
,05/15/2024 07:20:00 AM,24-023963,VEHICLE THEFT - AUTO,03Y,5401 COLISEUM WAY,Oakland,CA,POINT (-122.212188962 37.760623003)
,03/11/2024 05:33:00 PM,24-904437,THEFT,25X,3521 CALIFORNIA ST,Oakland,CA,POINT (-122.197149984 37.79517698)
,04/15/2024 08:30:00 PM,24-906187,BURGLARY-AUTO,03Y,1001 BROADWAY,Oakland,CA,POINT (-122.273249031 37.802024995)
,04/01/2024 04:50:00 AM,24-906091,BURGLARY-AUTO,09X,250 MONTE VISTA AVE,Oakland,CA,POINT (-122.250549999 37.823565019)
PROSTITUTION,03/28/2024 06:35:00 PM,24-015642,DISORDERLY CONDUCT:PROSTITUTION,19X,1800 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.241686975 37.787226996)
OTHER,04/22/2024 05:59:00 PM,24-019866,CONTEMPT OF COURT:DISORDERLY/ETC BEHAVIOR,27Y,5826 AVENAL AV,Oakland,CA,POINT (-122.192382022 37.770645999)
,05/10/2024 01:00:00 AM,24-907402,GRAND THEFT,,85TH BLAIN AVE,Oakland,CA,POINT (-122.186863461 37.747856003)
VANDALISM,04/15/2024 06:00:00 PM,24-018541,VIOLATION OF PROBATION-MISD,19X,22ND AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.237879998 37.784590008)
STOLEN VEHICLE,04/14/2024 07:00:00 PM,24-018575,VEHICLE THEFT - AUTO,08X,2353 WEBSTER ST,Oakland,CA,POINT (-122.265069421 37.812926554)
ROBBERY,03/18/2024 10:30:00 PM,24-013554,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,25X,3838 BUELL ST,Oakland,CA,POINT (-122.185874983 37.786433984)
,04/21/2024 04:50:00 PM,24-019677,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,23X,3611 12TH ST,Oakland,CA,POINT (-122.222292005 37.774266017)
STOLEN VEHICLE,02/27/2024 09:00:00 PM,24-010272,VEHICLE THEFT - AUTO,22X,2505 DAMUTH ST,Oakland,CA,POINT (-122.210963025 37.800721986)
,05/07/2024 05:40:00 PM,24-022569,THEFT,12Y,6310 COLLEGE AV,Oakland,CA,POINT (-122.251997973 37.850735)
FORCIBLE RAPE,03/09/2024 09:00:00 PM,24-012407,FALSE IMPRISONMENT,10X,946 AILEEN ST,Oakland,CA,POINT (-122.276298032 37.840872015)
,03/16/2024 11:09:00 PM,24-013419,MISD-CARRY LOADED HANDGUN: NOT REGISTERED OWNER,27Y,5945 BROMLEY AV,Oakland,CA,POINT (-122.19603804 37.766336989)
,04/22/2024 10:39:00 AM,24-019982,VEHICLE THEFT - AUTO,30X,7207 ORRAL ST.,Oakland,CA,POINT (-122.185342983 37.761301979)
STOLEN VEHICLE,03/16/2024 09:48:00 AM,24-013326,POSS STOLEN VEH/VES/ETC,23X,4200 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.215050963 37.773355994)
ROBBERY,03/16/2024 08:54:00 PM,24-013398,ASSAULT WITH FIREARM ON PERSON,24Y,3201 35TH AVE,Oakland,CA,POINT (-122.204693026 37.791712991)
PETTY THEFT,03/30/2024 07:51:00 AM,24-015853,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,19X,629 E 15TH ST,Oakland,CA,POINT (-122.25188322 37.795402038)
,03/27/2024 06:11:00 PM,24-906356,VANDALISM,14Y,3295 LAKESHORE AVE,Oakland,CA,POINT (-122.244231395 37.810761655)
,05/08/2024 01:30:00 AM,24-022613,ROBBERY/INHABITED DWELLING - OTHER DANGEROUS INSTRUMENT,25X,4468 ANDERSON AV,Oakland,CA,POINT (-122.184579979 37.796894013)
DUI,05/18/2024 10:30:00 PM,24-024631,DUI ALCOHOL/DRUGS,18Y,2600 14TH AV,Oakland,CA,POINT (-122.233763791 37.796332046)
,05/16/2024 03:44:00 AM,24-024073,BURGLARY-NO FORCE,09X,4150 PIEDMONT AVE.,Oakland,CA,POINT (-122.251678036 37.826664018)
BURG - AUTO,03/04/2024 10:00:00 AM,24-011145,BURGLARY-AUTO,13Z,2023 MOUNTAIN BLVD,Oakland,CA,POINT (-122.209893448 37.827024861)
RECOVERED VEHICLE - OAKLAND STOLEN,03/05/2024 11:40:00 AM,24-010969,SC STOLEN VEHICLE - AUTO,04X,532 16TH ST,Oakland,CA,POINT (-122.271626965 37.806472014)
,03/12/2024 11:30:00 AM,24-012646,VANDALISM,16Y,3900 PARK BLVD.,Oakland,CA,POINT (-122.226738018 37.805112008)
MISDEMEANOR ASSAULT,02/27/2024 04:47:00 PM,24-010205,BATTERY,08X,531 24TH ST,Oakland,CA,POINT (-122.269503997 37.813364997)
,05/10/2024 11:09:00 AM,24-023051,VEHICLE THEFT - AUTO,10X,5534 FREMONT ST,Oakland,CA,POINT (-122.284246673 37.838887095)
,03/17/2024 02:57:00 PM,24-013501,EXHIBIT FIREARM,06X,3800 WEST ST,Oakland,CA,POINT (-122.271560928 37.827678299)
,04/11/2024 11:00:00 AM,24-017797,VEHICLE THEFT - AUTO,35X,8300 DOWLING ST,Oakland,CA,POINT (-122.167991208 37.760018453)
,03/24/2024 06:30:00 PM,24-014963,BURGLARY-FORCIBLE ENTRY,09X,4238 BROADWAY,Oakland,CA,POINT (-122.254623523 37.830712435)
STOLEN VEHICLE,04/19/2024 05:30:00 PM,24-019436,VEHICLE THEFT - AUTO,16X,971 HILLCROFT CIR,Oakland,CA,POINT (-122.231245973 37.808733996)
,03/30/2024 08:20:00 PM,24-015938,SC UNEXPLAINED DEATH,33X,1388 81ST AV,Oakland,CA,POINT (-122.180838968 37.755292993)
,03/01/2024 10:00:00 AM,24-905236,BURGLARY-AUTO,05X,1715 POPLAR,Oakland,CA,POINT (-122.288313772 37.813204353)
,04/08/2024 02:10:00 AM,24-906101,BURGLARY-AUTO,19X,320 E 15TH ST,Oakland,CA,POINT (-122.253962021 37.797757014)
MISDEMEANOR ASSAULT,04/19/2024 12:45:00 PM,24-019313,BATTERY,27Y,6300 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.195892028 37.76372502)
,04/26/2024 02:55:00 AM,24-020462,EXHIBIT FIREARM,04X,IFO 1889 WEBER ST,Oakland,CA,POINT (-122.26910257 37.769689092)
STOLEN VEHICLE,02/24/2024 08:00:00 PM,24-009852,VEHICLE THEFT - AUTO,30X,7912 ALDER ST,Oakland,CA,POINT (-122.180394978 37.757704005)
STOLEN VEHICLE,03/16/2024 05:30:00 PM,24-013481,VEHICLE THEFT - AUTO,77X,6765 SKYVIEW DR,Oakland,CA,POINT (-122.161665029 37.779431994)
,04/22/2024 07:20:00 AM,24-019885,VEHICLE THEFT - AUTO,27Y,2120 66TH AV,Oakland,CA,POINT (-122.190000975 37.764805992)
,04/18/2024 06:18:00 PM,24-019195,DISORDERLY CONDUCT:PROSTITUTION,19X,1100 7TH AVE 1100 7TH AV IC SGT CAMPOS,Oakland,CA,POINT (-122.253988875 37.792961912)
,04/16/2024 05:14:00 PM,24-907699,GRAND THEFT,20X,1090 29TH AVE,Oakland,CA,POINT (-122.231390476 37.776898326)
,04/14/2024 11:00:00 PM,24-018831,VEHICLE THEFT - AUTO,25X,3864 35TH AV,Oakland,CA,POINT (-122.196869022 37.795686013)
DOMESTIC VIOLENCE,03/03/2024 12:00:00 PM,24-010934,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,20X,2647 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.232190027 37.780606005)
,04/23/2024 06:45:00 AM,24-020056,VEHICLE THEFT - AUTO,03Y,561 BROADWAY,Oakland,CA,POINT (-122.274522419 37.799190562)
,03/19/2024 11:00:00 AM,24-905541,BURGLARY-AUTO,01X,101 WASHINGTON ST,Oakland,CA,POINT (-122.278040901 37.795975684)
,03/04/2024 06:45:00 AM,24-904419,VANDALISM,01X,100 WEBSTER ST,Oakland,CA,POINT (-122.27397197 37.794557013)
DISORDERLY CONDUCT,03/24/2024 09:40:00 AM,23-012307,DISTURB THE PEACE BY LOUD/UNREASONABLE NOISE,06X,3261 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.270590962 37.822309997)
,05/16/2024 07:30:00 PM,24-907592,BURGLARY-AUTO,09X,175 41ST ST,Oakland,CA,POINT (-122.253176971 37.82667701)
,03/29/2024 04:58:00 PM,24-015792,ROBBERY-FIREARM,11X,6103 SHATTUCK AVE,Oakland,CA,POINT (-122.265429544 37.846659419)
,03/03/2024 11:40:00 PM,24-904869,BURGLARY-AUTO,05X,1904 ADELINE ST,Oakland,CA,POINT (-122.28443401 37.813337002)
DOMESTIC VIOLENCE,04/26/2024 03:00:00 PM,24-020623,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,07X,3700 MANDELA PKWY,Oakland,CA,POINT (-122.286764012 37.827382012)
,04/28/2024 03:30:00 AM,24-020827,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,26Y,7500 BLOCK OF HAMILTON ST,Oakland,CA,POINT (-122.189387298 37.755620783)
,04/28/2024 10:12:00 PM,24-020944,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,04X,19T H &RASHIDA MUHAMMAD ST ST,Oakland,CA,POINT (-122.271510038 37.808608016)
